transaction_id,injected_error_type,true_label,true_expected_net,true_explanation
TXN100307,CLEAN,MATCH,55664.87,"Clean transaction, no discrepancy."
TXN100308,DATE_ANOMALY_NORMAL,MATCH,24371.48,Settlement delayed by a few days; within normal processing window.
TXN100309,CLEAN,MATCH,33524.79,"Clean transaction, no discrepancy."
TXN100310,CLEAN,MATCH,31828.34,"Clean transaction, no discrepancy."
TXN100311,IDENTITY_NOISE,MATCH,33952.25,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100312,CLEAN,MATCH,32382.82,"Clean transaction, no discrepancy."
TXN100313,BANK_AMOUNT_MISMATCH,EXCEPTION,51162.15,Bank credited 51020.16 instead of the settled net 51162.15.
TXN100314,CLEAN,MATCH,12724.15,"Clean transaction, no discrepancy."
TXN100315,CLEAN,MATCH,36380.47,"Clean transaction, no discrepancy."
TXN100316,IDENTITY_NOISE,MATCH,35061.14,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100317,LEDGER_MISMATCH,EXCEPTION,8412.87,Merchant ledger booked 8015.5 instead of the settled net 8412.87.
TXN100318,IDENTITY_NOISE,MATCH,41928.43,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100319,CLEAN,MATCH,36854.28,"Clean transaction, no discrepancy."
TXN100320,MISSING_BANK_CREDIT,EXCEPTION,30293.79,Settlement was booked but no corresponding bank credit was ever received.
TXN100321,CLEAN,MATCH,19593.07,"Clean transaction, no discrepancy."
TXN100322,CLEAN,MATCH,49767.31,"Clean transaction, no discrepancy."
TXN100323,CLEAN,MATCH,29327.97,"Clean transaction, no discrepancy."
TXN100324,LEDGER_MISMATCH,EXCEPTION,46508.78,Merchant ledger booked 46593.63 instead of the settled net 46508.78.
TXN100325,TAX_MISMATCH,EXCEPTION,26194.51,Applied GST 51.57 does not match expected GST (85.73).
TXN100326,MISSING_BANK_CREDIT,EXCEPTION,51424.89,Settlement was booked but no corresponding bank credit was ever received.
TXN100327,TAX_MISMATCH,EXCEPTION,5261.18,Applied GST 0 does not match expected GST (21.79).
TXN100328,DUPLICATE,EXCEPTION,25510.75,Duplicate payment record for same transaction.
TXN100329,PARTIAL_SETTLEMENT,EXCEPTION,28284.06,Only part of the settlement amount was paid out; remainder unexplained.
TXN100330,DUPLICATE,EXCEPTION,952.62,Duplicate payment record for same transaction.
TXN100331,CLEAN,MATCH,4619.93,"Clean transaction, no discrepancy."
TXN100332,CLEAN,MATCH,21794.48,"Clean transaction, no discrepancy."
TXN100333,DATE_ANOMALY_BAD,EXCEPTION,4474.5,Settlement delayed far beyond normal processing window; requires review.
TXN100334,FEE_MISMATCH,EXCEPTION,20988.35,Applied fee 589.81 does not match configured fee schedule (345.19).
TXN100335,TAX_RECORD_MISSING,EXCEPTION,5543.1,No separate tax record was filed for this transaction (compliance gap).
TXN100336,CLEAN,MATCH,56326.11,"Clean transaction, no discrepancy."
TXN100337,TAX_RECORD_MISSING,EXCEPTION,14990.33,No separate tax record was filed for this transaction (compliance gap).
TXN100338,CLEAN,MATCH,49660.64,"Clean transaction, no discrepancy."
TXN100339,CLEAN,MATCH,17568.82,"Clean transaction, no discrepancy."
TXN100340,CLEAN,MATCH,14576.36,"Clean transaction, no discrepancy."
TXN100341,CLEAN,MATCH,54626.2,"Clean transaction, no discrepancy."
TXN100342,DUPLICATE,EXCEPTION,32159.1,Duplicate payment record for same transaction.
TXN100343,CLEAN,MATCH,1296.86,"Clean transaction, no discrepancy."
TXN100344,CLEAN,MATCH,36898.19,"Clean transaction, no discrepancy."
TXN100345,TAX_RECORD_MISSING,EXCEPTION,37914.87,No separate tax record was filed for this transaction (compliance gap).
TXN100346,CLEAN,MATCH,18597.53,"Clean transaction, no discrepancy."
TXN100347,CLEAN,MATCH,34388.96,"Clean transaction, no discrepancy."
TXN100348,CLEAN,MATCH,40959.18,"Clean transaction, no discrepancy."
TXN100349,IDENTITY_NOISE,MATCH,7186.57,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100350,MISSING_SETTLEMENT,EXCEPTION,1230.94,Settlement record missing entirely.
TXN100351,CLEAN,MATCH,56125.29,"Clean transaction, no discrepancy."
TXN100352,CLEAN,MATCH,7845.23,"Clean transaction, no discrepancy."
TXN100353,IDENTITY_NOISE,MATCH,47274.72,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100354,FEE_MISMATCH,EXCEPTION,27060.83,Applied fee 633.5 does not match configured fee schedule (443.59).
TXN100355,AMOUNT_MISMATCH,EXCEPTION,9606.3,Unexplained settlement drift of -353.35 not attributable to fee/tax.
TXN100356,CLEAN,MATCH,50286.84,"Clean transaction, no discrepancy."
TXN100357,CLEAN,MATCH,22688.24,"Clean transaction, no discrepancy."
TXN100358,CLEAN,MATCH,19248.46,"Clean transaction, no discrepancy."
TXN100359,CLEAN,MATCH,33883.41,"Clean transaction, no discrepancy."
TXN100360,MISSING_SETTLEMENT,EXCEPTION,13490.08,Settlement record missing entirely.
TXN100361,AMOUNT_MISMATCH,EXCEPTION,51046.85,Unexplained settlement drift of 88.87 not attributable to fee/tax.
TXN100362,CLEAN,MATCH,17487.63,"Clean transaction, no discrepancy."
TXN100363,CLEAN,MATCH,21985.88,"Clean transaction, no discrepancy."
TXN100364,TAX_MISMATCH,EXCEPTION,861.01,Applied GST 0 does not match expected GST (2.82).
TXN100365,DUPLICATE,EXCEPTION,571.89,Duplicate payment record for same transaction.
TXN100366,CLEAN,MATCH,31374.0,"Clean transaction, no discrepancy."
TXN100367,CLEAN,MATCH,41943.44,"Clean transaction, no discrepancy."
TXN100368,CLEAN,MATCH,27063.68,"Clean transaction, no discrepancy."
TXN100369,FEE_MISMATCH,EXCEPTION,4806.85,Applied fee 299.06 does not match configured fee schedule (123.36).
TXN100370,CLEAN,MATCH,15605.28,"Clean transaction, no discrepancy."
TXN100371,CLEAN,MATCH,16362.5,"Clean transaction, no discrepancy."
TXN100372,DATE_ANOMALY_NORMAL,MATCH,6644.1,Settlement delayed by a few days; within normal processing window.
TXN100373,CLEAN,MATCH,56406.46,"Clean transaction, no discrepancy."
TXN100374,AMOUNT_MISMATCH,EXCEPTION,49868.77,Unexplained settlement drift of 413.42 not attributable to fee/tax.
TXN100375,IDENTITY_NOISE,MATCH,49217.89,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100376,TAX_RECORD_MISSING,EXCEPTION,30169.25,No separate tax record was filed for this transaction (compliance gap).
TXN100377,CLEAN,MATCH,49894.74,"Clean transaction, no discrepancy."
TXN100378,CLEAN,MATCH,27486.21,"Clean transaction, no discrepancy."
TXN100379,CLEAN,MATCH,8109.56,"Clean transaction, no discrepancy."
TXN100380,IDENTITY_NOISE,MATCH,53630.94,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100381,DATE_ANOMALY_NORMAL,MATCH,5847.28,Settlement delayed by a few days; within normal processing window.
TXN100382,CLEAN,MATCH,54320.41,"Clean transaction, no discrepancy."
TXN100383,CLEAN,MATCH,22682.36,"Clean transaction, no discrepancy."
TXN100384,LEDGER_MISMATCH,EXCEPTION,16507.27,Merchant ledger booked 16445.14 instead of the settled net 16507.27.
TXN100385,DATE_ANOMALY_NORMAL,MATCH,24538.33,Settlement delayed by a few days; within normal processing window.
TXN100386,DUPLICATE,EXCEPTION,8415.25,Duplicate payment record for same transaction.
TXN100387,CLEAN,MATCH,57867.96,"Clean transaction, no discrepancy."
TXN100388,CLEAN,MATCH,53394.5,"Clean transaction, no discrepancy."
TXN100389,CLEAN,MATCH,2007.68,"Clean transaction, no discrepancy."
TXN100390,CLEAN,MATCH,47384.93,"Clean transaction, no discrepancy."
TXN100391,CLEAN,MATCH,6322.35,"Clean transaction, no discrepancy."
TXN100392,AMOUNT_MISMATCH,EXCEPTION,34048.32,Unexplained settlement drift of -470.84 not attributable to fee/tax.
TXN100393,LEDGER_MISMATCH,EXCEPTION,47222.67,Merchant ledger booked 47282.54 instead of the settled net 47222.67.
TXN100394,CLEAN,MATCH,49262.9,"Clean transaction, no discrepancy."
TXN100395,AMOUNT_MISMATCH,EXCEPTION,2701.17,Unexplained settlement drift of -320.75 not attributable to fee/tax.
TXN100396,PARTIAL_SETTLEMENT,EXCEPTION,19724.75,Only part of the settlement amount was paid out; remainder unexplained.
TXN100397,BANK_AMOUNT_MISMATCH,EXCEPTION,3939.56,Bank credited 3642.92 instead of the settled net 3939.56.
TXN100398,MISSING_SETTLEMENT,EXCEPTION,22318.31,Settlement record missing entirely.
TXN100399,CLEAN,MATCH,19174.31,"Clean transaction, no discrepancy."
TXN100400,FEE_MISMATCH,EXCEPTION,10585.57,Applied fee 512.57 does not match configured fee schedule (236.86).
TXN100401,MISSING_BANK_CREDIT,EXCEPTION,39285.27,Settlement was booked but no corresponding bank credit was ever received.
TXN100402,CLEAN,MATCH,10841.05,"Clean transaction, no discrepancy."
TXN100403,DUPLICATE,EXCEPTION,11045.3,Duplicate payment record for same transaction.
TXN100404,MISSING_SETTLEMENT,EXCEPTION,8695.99,Settlement record missing entirely.
TXN100405,CLEAN,MATCH,37547.54,"Clean transaction, no discrepancy."
TXN100406,TAX_RECORD_MISSING,EXCEPTION,1150.04,No separate tax record was filed for this transaction (compliance gap).
TXN100407,TAX_RECORD_MISSING,EXCEPTION,46076.72,No separate tax record was filed for this transaction (compliance gap).
TXN100408,CLEAN,MATCH,56515.39,"Clean transaction, no discrepancy."
TXN100409,CLEAN,MATCH,6344.8,"Clean transaction, no discrepancy."
TXN100410,CLEAN,MATCH,26777.11,"Clean transaction, no discrepancy."
TXN100411,MISSING_SETTLEMENT,EXCEPTION,55614.0,Settlement record missing entirely.
TXN100412,CLEAN,MATCH,43127.81,"Clean transaction, no discrepancy."
TXN100413,CLEAN,MATCH,25500.7,"Clean transaction, no discrepancy."
TXN100414,TAX_MISMATCH,EXCEPTION,3609.14,Applied GST 0 does not match expected GST (11.81).
TXN100415,DATE_ANOMALY_NORMAL,MATCH,17714.4,Settlement delayed by a few days; within normal processing window.
TXN100416,CLEAN,MATCH,3664.42,"Clean transaction, no discrepancy."
TXN100417,FEE_MISMATCH,EXCEPTION,12142.47,Applied fee 319.43 does not match configured fee schedule (201.85).
TXN100418,FEE_MISMATCH,EXCEPTION,49747.04,Applied fee 994.81 does not match configured fee schedule (811.2).
TXN100419,MISSING_SETTLEMENT,EXCEPTION,37992.53,Settlement record missing entirely.
TXN100420,CLEAN,MATCH,11303.23,"Clean transaction, no discrepancy."
TXN100421,CLEAN,MATCH,13592.39,"Clean transaction, no discrepancy."
TXN100422,CLEAN,MATCH,5498.5,"Clean transaction, no discrepancy."
TXN100423,FEE_MISMATCH,EXCEPTION,49249.15,Applied fee 1375.73 does not match configured fee schedule (1083.29).
TXN100424,DATE_ANOMALY_NORMAL,MATCH,17932.8,Settlement delayed by a few days; within normal processing window.
TXN100425,DATE_ANOMALY_BAD,EXCEPTION,55951.94,Settlement delayed far beyond normal processing window; requires review.
TXN100426,CLEAN,MATCH,2975.38,"Clean transaction, no discrepancy."
TXN100427,MISSING_BANK_CREDIT,EXCEPTION,49076.52,Settlement was booked but no corresponding bank credit was ever received.
TXN100428,AMOUNT_MISMATCH,EXCEPTION,32650.08,Unexplained settlement drift of 435.48 not attributable to fee/tax.
TXN100429,CLEAN,MATCH,24705.09,"Clean transaction, no discrepancy."
TXN100430,TAX_RECORD_MISSING,EXCEPTION,33366.21,No separate tax record was filed for this transaction (compliance gap).
TXN100431,PARTIAL_SETTLEMENT,EXCEPTION,15752.9,Only part of the settlement amount was paid out; remainder unexplained.
TXN100432,CLEAN,MATCH,16532.44,"Clean transaction, no discrepancy."
TXN100433,CLEAN,MATCH,23440.01,"Clean transaction, no discrepancy."
TXN100434,CLEAN,MATCH,54246.43,"Clean transaction, no discrepancy."
TXN100435,DATE_ANOMALY_NORMAL,MATCH,16726.51,Settlement delayed by a few days; within normal processing window.
TXN100436,TAX_MISMATCH,EXCEPTION,56920.68,Applied GST 196.88 does not match expected GST (235.74).
TXN100437,CLEAN,MATCH,26238.57,"Clean transaction, no discrepancy."
TXN100438,CLEAN,MATCH,30369.38,"Clean transaction, no discrepancy."
TXN100439,MISSING_BANK_CREDIT,EXCEPTION,45954.79,Settlement was booked but no corresponding bank credit was ever received.
TXN100440,CLEAN,MATCH,51506.21,"Clean transaction, no discrepancy."
TXN100441,CLEAN,MATCH,3436.56,"Clean transaction, no discrepancy."
TXN100442,TAX_MISMATCH,EXCEPTION,48225.32,Applied GST 129.75 does not match expected GST (194.23).
TXN100443,MISSING_BANK_CREDIT,EXCEPTION,22201.83,Settlement was booked but no corresponding bank credit was ever received.
TXN100444,IDENTITY_NOISE,MATCH,20443.05,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100445,CLEAN,MATCH,3350.92,"Clean transaction, no discrepancy."
TXN100446,FEE_MISMATCH,EXCEPTION,16175.37,Applied fee 368.39 does not match configured fee schedule (283.98).
TXN100447,DATE_ANOMALY_NORMAL,MATCH,53702.33,Settlement delayed by a few days; within normal processing window.
TXN100448,CLEAN,MATCH,41773.91,"Clean transaction, no discrepancy."
TXN100449,FEE_MISMATCH,EXCEPTION,27094.98,Applied fee 752.74 does not match configured fee schedule (606.27).
TXN100450,AMOUNT_MISMATCH,EXCEPTION,920.26,Unexplained settlement drift of 341.3 not attributable to fee/tax.
TXN100451,PARTIAL_SETTLEMENT,EXCEPTION,4211.76,Only part of the settlement amount was paid out; remainder unexplained.
TXN100452,CLEAN,MATCH,11397.97,"Clean transaction, no discrepancy."
TXN100453,CLEAN,MATCH,39950.16,"Clean transaction, no discrepancy."
TXN100454,AMOUNT_MISMATCH,EXCEPTION,53021.72,Unexplained settlement drift of -381.53 not attributable to fee/tax.
TXN100455,IDENTITY_NOISE,MATCH,53411.06,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100456,TAX_MISMATCH,EXCEPTION,6140.66,Applied GST 0 does not match expected GST (25.43).
TXN100457,DATE_ANOMALY_NORMAL,MATCH,38424.33,Settlement delayed by a few days; within normal processing window.
TXN100458,LEDGER_MISMATCH,EXCEPTION,22033.35,Merchant ledger booked 21821.03 instead of the settled net 22033.35.
TXN100459,CLEAN,MATCH,28080.77,"Clean transaction, no discrepancy."
TXN100460,CLEAN,MATCH,24416.97,"Clean transaction, no discrepancy."
TXN100461,DATE_ANOMALY_BAD,EXCEPTION,57561.37,Settlement delayed far beyond normal processing window; requires review.
TXN100462,CLEAN,MATCH,19904.85,"Clean transaction, no discrepancy."
TXN100463,LEDGER_MISMATCH,EXCEPTION,26702.98,Merchant ledger booked 26451.28 instead of the settled net 26702.98.
TXN100464,CLEAN,MATCH,36283.09,"Clean transaction, no discrepancy."
TXN100465,CLEAN,MATCH,22864.13,"Clean transaction, no discrepancy."
TXN100466,IDENTITY_NOISE,MATCH,52219.16,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100467,IDENTITY_NOISE,MATCH,13679.42,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100468,CLEAN,MATCH,10161.82,"Clean transaction, no discrepancy."
TXN100469,CLEAN,MATCH,25626.46,"Clean transaction, no discrepancy."
TXN100470,CLEAN,MATCH,10101.31,"Clean transaction, no discrepancy."
TXN100471,CLEAN,MATCH,12791.39,"Clean transaction, no discrepancy."
TXN100472,IDENTITY_NOISE,MATCH,21909.36,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100473,CLEAN,MATCH,34931.13,"Clean transaction, no discrepancy."
TXN100474,DATE_ANOMALY_NORMAL,MATCH,40488.78,Settlement delayed by a few days; within normal processing window.
TXN100475,CLEAN,MATCH,41462.36,"Clean transaction, no discrepancy."
TXN100476,IDENTITY_NOISE,MATCH,24866.72,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100477,TAX_RECORD_MISSING,EXCEPTION,48509.99,No separate tax record was filed for this transaction (compliance gap).
TXN100478,CLEAN,MATCH,7091.22,"Clean transaction, no discrepancy."
TXN100479,CLEAN,MATCH,48653.26,"Clean transaction, no discrepancy."
TXN100480,FEE_MISMATCH,EXCEPTION,2784.9,Applied fee 282.03 does not match configured fee schedule (50.63).
TXN100481,CLEAN,MATCH,649.46,"Clean transaction, no discrepancy."
TXN100482,FEE_MISMATCH,EXCEPTION,55794.98,Applied fee 1253.64 does not match configured fee schedule (1014.46).
TXN100483,AMOUNT_MISMATCH,EXCEPTION,27114.97,Unexplained settlement drift of -258.92 not attributable to fee/tax.
TXN100484,CLEAN,MATCH,21353.05,"Clean transaction, no discrepancy."
TXN100485,MISSING_SETTLEMENT,EXCEPTION,1045.98,Settlement record missing entirely.
TXN100486,CLEAN,MATCH,21212.79,"Clean transaction, no discrepancy."
TXN100487,AMOUNT_MISMATCH,EXCEPTION,47730.15,Unexplained settlement drift of 230.35 not attributable to fee/tax.
TXN100488,CLEAN,MATCH,47185.77,"Clean transaction, no discrepancy."
TXN100489,MISSING_BANK_CREDIT,EXCEPTION,57413.58,Settlement was booked but no corresponding bank credit was ever received.
TXN100490,CLEAN,MATCH,11067.37,"Clean transaction, no discrepancy."
TXN100491,IDENTITY_NOISE,MATCH,28629.01,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100492,CLEAN,MATCH,15775.91,"Clean transaction, no discrepancy."
TXN100493,FEE_MISMATCH,EXCEPTION,30579.05,Applied fee 859.45 does not match configured fee schedule (684.22).
TXN100494,MISSING_SETTLEMENT,EXCEPTION,38962.06,Settlement record missing entirely.
TXN100495,FEE_MISMATCH,EXCEPTION,37800.53,Applied fee 1098.69 does not match configured fee schedule (831.94).
TXN100496,DATE_ANOMALY_BAD,EXCEPTION,44393.87,Settlement delayed far beyond normal processing window; requires review.
TXN100497,CLEAN,MATCH,32579.55,"Clean transaction, no discrepancy."
TXN100498,CLEAN,MATCH,26418.1,"Clean transaction, no discrepancy."
TXN100499,AMOUNT_MISMATCH,EXCEPTION,18937.55,Unexplained settlement drift of -344.02 not attributable to fee/tax.
TXN100500,CLEAN,MATCH,32797.22,"Clean transaction, no discrepancy."
TXN100501,TAX_RECORD_MISSING,EXCEPTION,38647.82,No separate tax record was filed for this transaction (compliance gap).
TXN100502,CLEAN,MATCH,49707.14,"Clean transaction, no discrepancy."
TXN100503,CLEAN,MATCH,41988.23,"Clean transaction, no discrepancy."
TXN100504,TAX_RECORD_MISSING,EXCEPTION,20282.88,No separate tax record was filed for this transaction (compliance gap).
TXN100505,CLEAN,MATCH,3165.6,"Clean transaction, no discrepancy."
TXN100506,DATE_ANOMALY_NORMAL,MATCH,15348.02,Settlement delayed by a few days; within normal processing window.
TXN100507,FEE_MISMATCH,EXCEPTION,48625.21,Applied fee 947.37 does not match configured fee schedule (793.02).
TXN100508,MISSING_SETTLEMENT,EXCEPTION,45604.17,Settlement record missing entirely.
TXN100509,AMOUNT_MISMATCH,EXCEPTION,737.97,Unexplained settlement drift of 470.89 not attributable to fee/tax.
TXN100510,DATE_ANOMALY_NORMAL,MATCH,43041.0,Settlement delayed by a few days; within normal processing window.
TXN100511,CLEAN,MATCH,24688.02,"Clean transaction, no discrepancy."
TXN100512,CLEAN,MATCH,56196.89,"Clean transaction, no discrepancy."
TXN100513,FEE_MISMATCH,EXCEPTION,35319.15,Applied fee 1139.25 does not match configured fee schedule (873.77).
TXN100514,CLEAN,MATCH,12200.16,"Clean transaction, no discrepancy."
TXN100515,AMOUNT_MISMATCH,EXCEPTION,57652.55,Unexplained settlement drift of 276.75 not attributable to fee/tax.
TXN100516,CLEAN,MATCH,34511.08,"Clean transaction, no discrepancy."
TXN100517,CLEAN,MATCH,47217.78,"Clean transaction, no discrepancy."
TXN100518,CLEAN,MATCH,3580.55,"Clean transaction, no discrepancy."
TXN100519,CLEAN,MATCH,40073.74,"Clean transaction, no discrepancy."
TXN100520,CLEAN,MATCH,21287.71,"Clean transaction, no discrepancy."
TXN100521,CLEAN,MATCH,14218.24,"Clean transaction, no discrepancy."
TXN100522,FEE_MISMATCH,EXCEPTION,22889.18,Applied fee 659.91 does not match configured fee schedule (568.07).
TXN100523,AMOUNT_MISMATCH,EXCEPTION,48942.19,Unexplained settlement drift of 369.3 not attributable to fee/tax.
TXN100524,CLEAN,MATCH,17638.17,"Clean transaction, no discrepancy."
TXN100525,DUPLICATE,EXCEPTION,43308.07,Duplicate payment record for same transaction.
TXN100526,CLEAN,MATCH,32729.04,"Clean transaction, no discrepancy."
TXN100527,LEDGER_MISMATCH,EXCEPTION,19656.83,Merchant ledger booked 19760.63 instead of the settled net 19656.83.
TXN100528,LEDGER_MISMATCH,EXCEPTION,28903.07,Merchant ledger booked 29078.4 instead of the settled net 28903.07.
TXN100529,CLEAN,MATCH,30814.95,"Clean transaction, no discrepancy."
TXN100530,CLEAN,MATCH,20905.12,"Clean transaction, no discrepancy."
TXN100531,BANK_AMOUNT_MISMATCH,EXCEPTION,17505.46,Bank credited 17289.26 instead of the settled net 17505.46.
TXN100532,AMOUNT_MISMATCH,EXCEPTION,14517.11,Unexplained settlement drift of -463.37 not attributable to fee/tax.
TXN100533,CLEAN,MATCH,53441.03,"Clean transaction, no discrepancy."
TXN100534,MISSING_BANK_CREDIT,EXCEPTION,53340.23,Settlement was booked but no corresponding bank credit was ever received.
TXN100535,CLEAN,MATCH,3044.93,"Clean transaction, no discrepancy."
TXN100536,TAX_MISMATCH,EXCEPTION,10271.14,Applied GST 8.3 does not match expected GST (28.81).
TXN100537,MISSING_BANK_CREDIT,EXCEPTION,50909.91,Settlement was booked but no corresponding bank credit was ever received.
TXN100538,IDENTITY_NOISE,MATCH,44128.66,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100539,TAX_MISMATCH,EXCEPTION,4770.55,Applied GST 0 does not match expected GST (13.38).
TXN100540,CLEAN,MATCH,24099.85,"Clean transaction, no discrepancy."
TXN100541,CLEAN,MATCH,1466.29,"Clean transaction, no discrepancy."
TXN100542,DATE_ANOMALY_BAD,EXCEPTION,41134.43,Settlement delayed far beyond normal processing window; requires review.
TXN100543,CLEAN,MATCH,35623.51,"Clean transaction, no discrepancy."
TXN100544,BANK_AMOUNT_MISMATCH,EXCEPTION,27975.12,Bank credited 28072.85 instead of the settled net 27975.12.
TXN100545,CLEAN,MATCH,17851.37,"Clean transaction, no discrepancy."
TXN100546,CLEAN,MATCH,2931.6,"Clean transaction, no discrepancy."
TXN100547,TAX_RECORD_MISSING,EXCEPTION,12654.58,No separate tax record was filed for this transaction (compliance gap).
TXN100548,CLEAN,MATCH,11207.12,"Clean transaction, no discrepancy."
TXN100549,CLEAN,MATCH,39574.14,"Clean transaction, no discrepancy."
TXN100550,CLEAN,MATCH,17472.57,"Clean transaction, no discrepancy."
TXN100551,CLEAN,MATCH,56039.1,"Clean transaction, no discrepancy."
TXN100552,CLEAN,MATCH,17150.34,"Clean transaction, no discrepancy."
TXN100553,CLEAN,MATCH,19654.77,"Clean transaction, no discrepancy."
TXN100554,MISSING_SETTLEMENT,EXCEPTION,47309.03,Settlement record missing entirely.
TXN100555,CLEAN,MATCH,46287.86,"Clean transaction, no discrepancy."
TXN100556,CLEAN,MATCH,40075.22,"Clean transaction, no discrepancy."
TXN100557,CLEAN,MATCH,45399.93,"Clean transaction, no discrepancy."
TXN100558,CLEAN,MATCH,49673.38,"Clean transaction, no discrepancy."
TXN100559,CLEAN,MATCH,42991.38,"Clean transaction, no discrepancy."
TXN100560,DATE_ANOMALY_BAD,EXCEPTION,44956.69,Settlement delayed far beyond normal processing window; requires review.
TXN100561,CLEAN,MATCH,21798.53,"Clean transaction, no discrepancy."
TXN100562,CLEAN,MATCH,29742.12,"Clean transaction, no discrepancy."
TXN100563,CLEAN,MATCH,49920.74,"Clean transaction, no discrepancy."
TXN100564,CLEAN,MATCH,9780.71,"Clean transaction, no discrepancy."
TXN100565,CLEAN,MATCH,55317.21,"Clean transaction, no discrepancy."
TXN100566,CLEAN,MATCH,15936.24,"Clean transaction, no discrepancy."
TXN100567,CLEAN,MATCH,22984.67,"Clean transaction, no discrepancy."
TXN100568,IDENTITY_NOISE,MATCH,41607.32,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100569,CLEAN,MATCH,38276.8,"Clean transaction, no discrepancy."
TXN100570,CLEAN,MATCH,22286.49,"Clean transaction, no discrepancy."
TXN100571,DUPLICATE,EXCEPTION,28710.22,Duplicate payment record for same transaction.
TXN100572,TAX_MISMATCH,EXCEPTION,10153.4,Applied GST 0 does not match expected GST (30.53).
TXN100573,DATE_ANOMALY_BAD,EXCEPTION,9655.6,Settlement delayed far beyond normal processing window; requires review.
TXN100574,CLEAN,MATCH,47383.6,"Clean transaction, no discrepancy."
TXN100575,CLEAN,MATCH,12786.39,"Clean transaction, no discrepancy."
TXN100576,CLEAN,MATCH,3004.85,"Clean transaction, no discrepancy."
TXN100577,TAX_MISMATCH,EXCEPTION,52149.06,Applied GST 174.81 does not match expected GST (206.45).
TXN100578,CLEAN,MATCH,51436.33,"Clean transaction, no discrepancy."
TXN100579,BANK_AMOUNT_MISMATCH,EXCEPTION,51121.01,Bank credited 50780.38 instead of the settled net 51121.01.
TXN100580,CLEAN,MATCH,10202.45,"Clean transaction, no discrepancy."
TXN100581,AMOUNT_MISMATCH,EXCEPTION,22536.7,Unexplained settlement drift of 57.45 not attributable to fee/tax.
TXN100582,AMOUNT_MISMATCH,EXCEPTION,28209.01,Unexplained settlement drift of -67.57 not attributable to fee/tax.
TXN100583,CLEAN,MATCH,53030.35,"Clean transaction, no discrepancy."
TXN100584,CLEAN,MATCH,21895.95,"Clean transaction, no discrepancy."
TXN100585,AMOUNT_MISMATCH,EXCEPTION,55192.69,Unexplained settlement drift of -207.73 not attributable to fee/tax.
TXN100586,PARTIAL_SETTLEMENT,EXCEPTION,28126.29,Only part of the settlement amount was paid out; remainder unexplained.
TXN100587,CLEAN,MATCH,11436.26,"Clean transaction, no discrepancy."
TXN100588,CLEAN,MATCH,22235.81,"Clean transaction, no discrepancy."
TXN100589,IDENTITY_NOISE,MATCH,6665.7,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100590,CLEAN,MATCH,35957.51,"Clean transaction, no discrepancy."
TXN100591,CLEAN,MATCH,22054.5,"Clean transaction, no discrepancy."
TXN100592,CLEAN,MATCH,45366.74,"Clean transaction, no discrepancy."
TXN100593,CLEAN,MATCH,26522.93,"Clean transaction, no discrepancy."
TXN100594,CLEAN,MATCH,46912.17,"Clean transaction, no discrepancy."
TXN100595,CLEAN,MATCH,23154.89,"Clean transaction, no discrepancy."
TXN100596,TAX_MISMATCH,EXCEPTION,54539.93,Applied GST 135.5 does not match expected GST (159.99).
TXN100597,CLEAN,MATCH,36073.97,"Clean transaction, no discrepancy."
TXN100598,CLEAN,MATCH,55334.17,"Clean transaction, no discrepancy."
TXN100599,IDENTITY_NOISE,MATCH,12183.53,Merchant name differs only by formatting/legal-suffix noise; same entity.
TXN100600,AMOUNT_MISMATCH,EXCEPTION,39751.59,Unexplained settlement drift of -344.76 not attributable to fee/tax.
TXN100601,CLEAN,MATCH,20898.54,"Clean transaction, no discrepancy."
TXN100602,CLEAN,MATCH,43224.85,"Clean transaction, no discrepancy."
TXN100603,CLEAN,MATCH,20630.07,"Clean transaction, no discrepancy."
TXN100604,AMOUNT_MISMATCH,EXCEPTION,54764.81,Unexplained settlement drift of 167.5 not attributable to fee/tax.
TXN100605,MISSING_SETTLEMENT,EXCEPTION,29889.03,Settlement record missing entirely.
TXN100606,CLEAN,MATCH,40699.44,"Clean transaction, no discrepancy."
TXN100607,CLEAN,MATCH,56209.59,"Clean transaction, no discrepancy."
TXN100608,CLEAN,MATCH,7272.88,"Clean transaction, no discrepancy."
TXN100609,CLEAN,MATCH,47133.16,"Clean transaction, no discrepancy."
TXN100610,CLEAN,MATCH,14867.68,"Clean transaction, no discrepancy."
